도메인,L4,L5,L6_세부업무명,산출물_형태(보고서/티켓/로그),시스템_증거(디지털_발자국)
교육,진단/검정,진단/검정 운영 및 평가,진단·검정 운영 및 평가 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 진단·검정 운영 및 평가 | 운영계획 승인 로그 | 메일 제목: 진단·검정 운영 및 평가 운영계획 안내
교육,진단/검정,진단/검정 운영 및 평가,진단·검정 운영 및 평가 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 진단·검정 운영 및 평가 | 성과분석 배치 로그 | 메일 제목: 진단·검정 운영 및 평가 결과 공유
교육,진단/검정,결과 분석/확정/보고,결과 분석·확정·보고 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 결과 분석·확정·보고 | 운영계획 승인 로그 | 메일 제목: 결과 분석·확정·보고 운영계획 안내
교육,진단/검정,결과 분석/확정/보고,결과 분석·확정·보고 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 결과 분석·확정·보고 | 성과분석 배치 로그 | 메일 제목: 결과 분석·확정·보고 결과 공유
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱·관리 및 큐레이션 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 이러닝 컨텐츠 소싱·관리 및 큐레이션 | 운영계획 승인 로그 | 메일 제목: 이러닝 컨텐츠 소싱·관리 및 큐레이션 운영계획 안내
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱·관리 및 큐레이션 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 이러닝 컨텐츠 소싱·관리 및 큐레이션 | 성과분석 배치 로그 | 메일 제목: 이러닝 컨텐츠 소싱·관리 및 큐레이션 결과 공유
교육,양성,선발 규모/선발 전략 수립,선발 규모·선발 전략 수립 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 선발 규모·선발 전략 수립 | 운영계획 승인 로그 | 메일 제목: 선발 규모·선발 전략 수립 운영계획 안내
교육,양성,선발 규모/선발 전략 수립,선발 규모·선발 전략 수립 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 선발 규모·선발 전략 수립 | 성과분석 배치 로그 | 메일 제목: 선발 규모·선발 전략 수립 결과 공유
교육,양성,선발 전형 운영,선발 전형 운영 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 선발 전형 운영 | 운영계획 승인 로그 | 메일 제목: 선발 전형 운영 운영계획 안내
교육,양성,선발 전형 운영,선발 전형 운영 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 선발 전형 운영 | 성과분석 배치 로그 | 메일 제목: 선발 전형 운영 결과 공유
교육,양성,양성경비/처우기준,양성경비·처우기준 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 양성경비·처우기준 | 운영계획 승인 로그 | 메일 제목: 양성경비·처우기준 운영계획 안내
교육,양성,양성경비/처우기준,양성경비·처우기준 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 양성경비·처우기준 | 성과분석 배치 로그 | 메일 제목: 양성경비·처우기준 결과 공유
교육,양성,파견자 관리,파견자 관리 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 파견자 관리 | 운영계획 승인 로그 | 메일 제목: 파견자 관리 운영계획 안내
교육,양성,파견자 관리,파견자 관리 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 파견자 관리 | 성과분석 배치 로그 | 메일 제목: 파견자 관리 결과 공유
교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 교육 실행 계획 수립 | 운영계획 승인 로그 | 메일 제목: 교육 실행 계획 수립 운영계획 안내
교육,교육운영,교육 실행 계획 수립,교육 실행 계획 수립 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 교육 실행 계획 수립 | 성과분석 배치 로그 | 메일 제목: 교육 실행 계획 수립 결과 공유
교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 교육 예산 계획 수립 | 운영계획 승인 로그 | 메일 제목: 교육 예산 계획 수립 운영계획 안내
교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 교육 예산 계획 수립 | 성과분석 배치 로그 | 메일 제목: 교육 예산 계획 수립 결과 공유
교육,교육운영,과정 개설,과정 개설 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 과정 개설 | 운영계획 승인 로그 | 메일 제목: 과정 개설 운영계획 안내
교육,교육운영,과정 개설,과정 개설 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 과정 개설 | 성과분석 배치 로그 | 메일 제목: 과정 개설 결과 공유
교육,교육운영,대상자 모집/선발,대상자 모집·선발 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 대상자 모집·선발 | 운영계획 승인 로그 | 메일 제목: 대상자 모집·선발 운영계획 안내
교육,교육운영,대상자 모집/선발,대상자 모집·선발 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 대상자 모집·선발 | 성과분석 배치 로그 | 메일 제목: 대상자 모집·선발 결과 공유
교육,교육운영,입과안내/교육생 관리,입과안내·교육생 관리 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 입과안내·교육생 관리 | 운영계획 승인 로그 | 메일 제목: 입과안내·교육생 관리 운영계획 안내
교육,교육운영,입과안내/교육생 관리,입과안내·교육생 관리 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 입과안내·교육생 관리 | 성과분석 배치 로그 | 메일 제목: 입과안내·교육생 관리 결과 공유
교육,교육운영,내/외부 강사관리,내·외부 강사관리 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 내·외부 강사관리 | 운영계획 승인 로그 | 메일 제목: 내·외부 강사관리 운영계획 안내
교육,교육운영,내/외부 강사관리,내·외부 강사관리 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 내·외부 강사관리 | 성과분석 배치 로그 | 메일 제목: 내·외부 강사관리 결과 공유
교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 운영준비(인프라 셋팅 등) | 운영계획 승인 로그 | 메일 제목: 운영준비(인프라 셋팅 등) 운영계획 안내
교육,교육운영,운영준비(인프라 셋팅 등),운영준비(인프라 셋팅 등) 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 운영준비(인프라 셋팅 등) | 성과분석 배치 로그 | 메일 제목: 운영준비(인프라 셋팅 등) 결과 공유
교육,교육운영,과정 운영,과정 운영 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 과정 운영 | 운영계획 승인 로그 | 메일 제목: 과정 운영 운영계획 안내
교육,교육운영,과정 운영,과정 운영 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 과정 운영 | 성과분석 배치 로그 | 메일 제목: 과정 운영 결과 공유
교육,교육운영,과정설문 취합/분석,과정설문 취합·분석 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 과정설문 취합·분석 | 운영계획 승인 로그 | 메일 제목: 과정설문 취합·분석 운영계획 안내
교육,교육운영,과정설문 취합/분석,과정설문 취합·분석 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 과정설문 취합·분석 | 성과분석 배치 로그 | 메일 제목: 과정설문 취합·분석 결과 공유
교육,교육운영,성과분석/결과보고,성과분석·결과보고 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 성과분석·결과보고 | 운영계획 승인 로그 | 메일 제목: 성과분석·결과보고 운영계획 안내
교육,교육운영,성과분석/결과보고,성과분석·결과보고 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 성과분석·결과보고 | 성과분석 배치 로그 | 메일 제목: 성과분석·결과보고 결과 공유
교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 수료 관리 및 경비처리 | 운영계획 승인 로그 | 메일 제목: 수료 관리 및 경비처리 운영계획 안내
교육,교육운영,수료 관리 및 경비처리,수료 관리 및 경비처리 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 수료 관리 및 경비처리 | 성과분석 배치 로그 | 메일 제목: 수료 관리 및 경비처리 결과 공유
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 강의안 및 교보재 개발 | 운영계획 승인 로그 | 메일 제목: 강의안 및 교보재 개발 운영계획 안내
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 및 교보재 개발 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 강의안 및 교보재 개발 | 성과분석 배치 로그 | 메일 제목: 강의안 및 교보재 개발 결과 공유
교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 전사 교육 전략 기획 | 운영계획 승인 로그 | 메일 제목: 전사 교육 전략 기획 운영계획 안내
교육,교육전략,전사 교육 전략 기획,전사 교육 전략 기획 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 전사 교육 전략 기획 | 성과분석 배치 로그 | 메일 제목: 전사 교육 전략 기획 결과 공유
교육,교육니즈분석,요구사항분석,요구사항분석 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 요구사항분석 | 운영계획 승인 로그 | 메일 제목: 요구사항분석 운영계획 안내
교육,교육니즈분석,요구사항분석,요구사항분석 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 요구사항분석 | 성과분석 배치 로그 | 메일 제목: 요구사항분석 결과 공유
교육,교육니즈분석,트렌드분석,트렌드분석 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 트렌드분석 | 운영계획 승인 로그 | 메일 제목: 트렌드분석 운영계획 안내
교육,교육니즈분석,트렌드분석,트렌드분석 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 트렌드분석 | 성과분석 배치 로그 | 메일 제목: 트렌드분석 결과 공유
교육,교육니즈분석,교육대상 분석,교육대상 분석 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 교육대상 분석 | 운영계획 승인 로그 | 메일 제목: 교육대상 분석 운영계획 안내
교육,교육니즈분석,교육대상 분석,교육대상 분석 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 교육대상 분석 | 성과분석 배치 로그 | 메일 제목: 교육대상 분석 결과 공유
교육,교육니즈분석,커리큘럼 기획,커리큘럼 기획 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 커리큘럼 기획 | 운영계획 승인 로그 | 메일 제목: 커리큘럼 기획 운영계획 안내
교육,교육니즈분석,커리큘럼 기획,커리큘럼 기획 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 커리큘럼 기획 | 성과분석 배치 로그 | 메일 제목: 커리큘럼 기획 결과 공유
교육,교육과정설계,커리큘럼 기획,커리큘럼 기획 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 커리큘럼 기획 | 운영계획 승인 로그 | 메일 제목: 커리큘럼 기획 운영계획 안내
교육,교육과정설계,커리큘럼 기획,커리큘럼 기획 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 커리큘럼 기획 | 성과분석 배치 로그 | 메일 제목: 커리큘럼 기획 결과 공유
교육,교육과정설계,커리큘럼 확정,커리큘럼 확정 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 커리큘럼 확정 | 운영계획 승인 로그 | 메일 제목: 커리큘럼 확정 운영계획 안내
교육,교육과정설계,커리큘럼 확정,커리큘럼 확정 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 커리큘럼 확정 | 성과분석 배치 로그 | 메일 제목: 커리큘럼 확정 결과 공유
교육,교육과정설계,프로그램 운영방안 결정,프로그램 운영방안 결정 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 프로그램 운영방안 결정 | 운영계획 승인 로그 | 메일 제목: 프로그램 운영방안 결정 운영계획 안내
교육,교육과정설계,프로그램 운영방안 결정,프로그램 운영방안 결정 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 프로그램 운영방안 결정 | 성과분석 배치 로그 | 메일 제목: 프로그램 운영방안 결정 결과 공유
교육,교육과정설계,평가 도구 설계(KPI),평가 도구 설계(KPI) 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 평가 도구 설계(KPI) | 운영계획 승인 로그 | 메일 제목: 평가 도구 설계(KPI) 운영계획 안내
교육,교육과정설계,평가 도구 설계(KPI),평가 도구 설계(KPI) 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 평가 도구 설계(KPI) | 성과분석 배치 로그 | 메일 제목: 평가 도구 설계(KPI) 결과 공유
교육,교육과정설계,Pilot과정 운영,Pilot과정 운영 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: Pilot과정 운영 | 운영계획 승인 로그 | 메일 제목: Pilot과정 운영 운영계획 안내
교육,교육과정설계,Pilot과정 운영,Pilot과정 운영 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: Pilot과정 운영 | 성과분석 배치 로그 | 메일 제목: Pilot과정 운영 결과 공유
교육,컨텐츠 개발(외부),강사선정,강사선정 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 강사선정 | 운영계획 승인 로그 | 메일 제목: 강사선정 운영계획 안내
교육,컨텐츠 개발(외부),강사선정,강사선정 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 강사선정 | 성과분석 배치 로그 | 메일 제목: 강사선정 결과 공유
교육,컨텐츠 개발(외부),컨텐츠협의,컨텐츠협의 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 컨텐츠협의 | 운영계획 승인 로그 | 메일 제목: 컨텐츠협의 운영계획 안내
교육,컨텐츠 개발(외부),컨텐츠협의,컨텐츠협의 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 컨텐츠협의 | 성과분석 배치 로그 | 메일 제목: 컨텐츠협의 결과 공유
교육,컨텐츠 개발(외부),강사계약,강사계약 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 강사계약 | 운영계획 승인 로그 | 메일 제목: 강사계약 운영계획 안내
교육,컨텐츠 개발(외부),강사계약,강사계약 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 강사계약 | 성과분석 배치 로그 | 메일 제목: 강사계약 결과 공유
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 이러닝 콘텐츠 개발 | 운영계획 승인 로그 | 메일 제목: 이러닝 콘텐츠 개발 운영계획 안내
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 이러닝 콘텐츠 개발 | 성과분석 배치 로그 | 메일 제목: 이러닝 콘텐츠 개발 결과 공유
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의안 및 교보재 개발 운영계획서 확정,plan_doc,LMS 과정/차수 생성 로그: 강의안 및 교보재 개발 | 운영계획 승인 로그 | 메일 제목: 강의안 및 교보재 개발 운영계획 안내
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의안 및 교보재 개발 수료·성과 리포트 발행,training_report,LMS 수료데이터 적재 로그: 강의안 및 교보재 개발 | 성과분석 배치 로그 | 메일 제목: 강의안 및 교보재 개발 결과 공유
기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 전사 인사담당 임원회의 | 회의록 저장 로그 | 메일 제목: 전사 인사담당 임원회의 자료 공유
기획,주요 회의체 운영,전사 인사담당 임원회의,전사 인사담당 임원회의 계획안 확정,plan_doc,계획안 결재 승인 로그: 전사 인사담당 임원회의 | 버전 잠금 로그 | 주간/월간 추적 로그: 전사 인사담당 임원회의
기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀장 사업부 정례미팅 | 회의록 저장 로그 | 메일 제목: People팀장 사업부 정례미팅 자료 공유
기획,주요 회의체 운영,People팀장 사업부 정례미팅,People팀장 사업부 정례미팅 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀장 사업부 정례미팅 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀장 사업부 정례미팅
기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 전사 인사전략 워크샵 | 회의록 저장 로그 | 메일 제목: 전사 인사전략 워크샵 자료 공유
기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 계획안 확정,plan_doc,계획안 결재 승인 로그: 전사 인사전략 워크샵 | 버전 잠금 로그 | 주간/월간 추적 로그: 전사 인사전략 워크샵
기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 조직목표 수립 | 회의록 저장 로그 | 메일 제목: People팀 조직목표 수립 자료 공유
기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 조직목표 수립 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 조직목표 수립
기획,전략 수립,인사전략 수립,인사전략 수립 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사전략 수립 | 회의록 저장 로그 | 메일 제목: 인사전략 수립 자료 공유
기획,전략 수립,인사전략 수립,인사전략 수립 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사전략 수립 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사전략 수립
기획,자료 작성,신임임원 등 경영진 교육자료 작성,신임임원 등 경영진 교육자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 신임임원 등 경영진 교육자료 작성 | 회의록 저장 로그 | 메일 제목: 신임임원 등 경영진 교육자료 작성 자료 공유
기획,자료 작성,신임임원 등 경영진 교육자료 작성,신임임원 등 경영진 교육자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 신임임원 등 경영진 교육자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 신임임원 등 경영진 교육자료 작성
기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 주주총회 등 외부 행사 내 인사 관련 자료 작성 | 회의록 저장 로그 | 메일 제목: 주주총회 등 외부 행사 내 인사 관련 자료 작성 자료 공유
기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 주주총회 등 외부 행사 내 인사 관련 자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 주주총회 등 외부 행사 내 인사 관련 자료 작성
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,팀 연간 업무일정표 및 주요일정 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 팀 연간 업무일정표 및 주요일정 작성 | 회의록 저장 로그 | 메일 제목: 팀 연간 업무일정표 및 주요일정 작성 자료 공유
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,팀 연간 업무일정표 및 주요일정 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 팀 연간 업무일정표 및 주요일정 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 팀 연간 업무일정표 및 주요일정 작성
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,간담회 등 인사현안·지표 자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 간담회 등 인사현안·지표 자료 작성 | 회의록 저장 로그 | 메일 제목: 간담회 등 인사현안·지표 자료 작성 자료 공유
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,간담회 등 인사현안·지표 자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 간담회 등 인사현안·지표 자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 간담회 등 인사현안·지표 자료 작성
기획,자료 작성,인사업무 지식 관리,인사업무 지식 관리 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사업무 지식 관리 | 회의록 저장 로그 | 메일 제목: 인사업무 지식 관리 자료 공유
기획,자료 작성,인사업무 지식 관리,인사업무 지식 관리 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사업무 지식 관리 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사업무 지식 관리
기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 조직 및 인력 현황 작성 | 회의록 저장 로그 | 메일 제목: People팀 조직 및 인력 현황 작성 자료 공유
기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 조직 및 인력 현황 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 조직 및 인력 현황 작성
기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 주간업무 작성 | 회의록 저장 로그 | 메일 제목: People팀 주간업무 작성 자료 공유
기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 주간업무 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 주간업무 작성
기획,People Analytics,데이터 분석,데이터 분석 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 데이터 분석 | 회의록 저장 로그 | 메일 제목: 데이터 분석 자료 공유
기획,People Analytics,데이터 분석,데이터 분석 계획안 확정,plan_doc,계획안 결재 승인 로그: 데이터 분석 | 버전 잠금 로그 | 주간/월간 추적 로그: 데이터 분석
기획,People Analytics,인사이트 발굴,인사이트 발굴 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사이트 발굴 | 회의록 저장 로그 | 메일 제목: 인사이트 발굴 자료 공유
기획,People Analytics,인사이트 발굴,인사이트 발굴 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사이트 발굴 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사이트 발굴
