[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,주체,전략 사유,분해유형,L5_유형,L6_순번
총무,사내 서비스 운영,사내 전화(e-Calling) 운영,(데이터 없음),총무,사내 서비스 운영,사내 전화(e-Calling) 운영,사내 전화 시스템 설정 등록,DW,e-Calling 시스템 설정 등록,L5→L6,T12,1
총무,사내 인프라 관리,사무실 레이아웃 관리,(데이터 없음),총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 변경안 확정,HR,레이아웃 변경 기준 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,사무실 레이아웃 관리,(데이터 없음),총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 변경 실시,SSC,물리적 레이아웃 변경 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,피트니스 관리,(데이터 없음),총무,사내 인프라 관리,피트니스 관리,피트니스 이용 신청 접수,DW,피트니스 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,피트니스 관리,(데이터 없음),총무,사내 인프라 관리,피트니스 관리,피트니스 서비스 제공,SSC,피트니스 시설 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,사내식당 관리,(데이터 없음),총무,사내 인프라 관리,사내식당 관리,사내식당 운영 기준 확정,HR,식당 운영 기준·협력사 관리 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,사내식당 관리,(데이터 없음),총무,사내 인프라 관리,사내식당 관리,사내식당 서비스 제공,SSC,사내식당 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,주차장 관리,(데이터 없음),총무,사내 인프라 관리,주차장 관리,주차장 이용 신청 접수,DW,주차장 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,주차장 관리,(데이터 없음),총무,사내 인프라 관리,주차장 관리,주차장 서비스 제공,SSC,주차장 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),(데이터 없음),총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),숙박시설 이용 신청 접수,DW,숙박시설 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),(데이터 없음),총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),숙박시설 서비스 제공,SSC,숙박시설 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,회의실 운영,(데이터 없음),총무,사내 인프라 관리,회의실 운영,회의실 예약 현황 추출,DW,회의실 예약 현황 자동 추출,L5→L6,T12,1
총무,사내 인프라 관리,회의실 운영,(데이터 없음),총무,사내 인프라 관리,회의실 운영,회의실 서비스 제공,SSC,회의실 청소·세팅 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,외부 사무실 운영,(데이터 없음),총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 운영 기준 확정,HR,외부 사무실 계약·운영 기준 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,외부 사무실 운영,(데이터 없음),총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 서비스 제공,SSC,외부 사무실 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,사택 관리,(데이터 없음),총무,사내 인프라 관리,사택 관리,사택 입주 신청 접수,DW,사택 입주 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,사택 관리,(데이터 없음),총무,사내 인프라 관리,사택 관리,사택 서비스 제공,SSC,사택 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,비품 관리,(데이터 없음),총무,사내 인프라 관리,비품 관리,비품 신청 접수,DW,비품 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,비품 관리,(데이터 없음),총무,사내 인프라 관리,비품 관리,비품 지급 실시,SSC,비품 배부 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,임직원 사진관리,(데이터 없음),총무,사내 인프라 관리,임직원 사진관리,임직원 사진 촬영 일정 안내문 발송,DW,사진 촬영 일정 자동 안내,L5→L6,T08,1
총무,사내 인프라 관리,임직원 사진관리,(데이터 없음),총무,사내 인프라 관리,임직원 사진관리,임직원 사진 시스템 등록,DW,Workday 임직원 사진 등록,L5→L6,T08,2
총무,사내 인프라 관리,건물 관리 (공조 등),(데이터 없음),총무,사내 인프라 관리,건물 관리 (공조 등),건물 설비 유지보수 요청 접수,DW,유지보수 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,건물 관리 (공조 등),(데이터 없음),총무,사내 인프라 관리,건물 관리 (공조 등),건물 설비 유지보수 실시,SSC,건물 설비 유지보수 SSC 처리,L5→L6,T12,2
총무,임직원 지원,임원 지원,(데이터 없음),총무,임직원 지원,임원 지원,임원 지원 요청 접수,DW,임원 지원 요청 자동 접수,L5→L6,T12,1
총무,임직원 지원,임원 지원,(데이터 없음),총무,임직원 지원,임원 지원,임원 지원 서비스 제공,SSC,임원 의전·지원 SSC 처리,L5→L6,T12,2
총무,임직원 지원,임직원 출장지원,(데이터 없음),총무,임직원 지원,임직원 출장지원,출장 신청 접수,DW,출장 신청 자동 접수,L5→L6,T12,1
총무,임직원 지원,임직원 출장지원,(데이터 없음),총무,임직원 지원,임직원 출장지원,출장 지원 실시,SSC,항공·숙박 등 출장 지원 SSC 처리,L5→L6,T12,2
총무,차량 관리,법인 차량 관리,(데이터 없음),총무,차량 관리,법인 차량 관리,법인 차량 이용 신청 접수,DW,법인 차량 신청 자동 접수,L5→L6,T12,1
총무,차량 관리,법인 차량 관리,(데이터 없음),총무,차량 관리,법인 차량 관리,법인 차량 서비스 제공,SSC,법인 차량 일상 운영 SSC 처리,L5→L6,T12,2
총무,차량 관리,운전기사 관리,(데이터 없음),총무,차량 관리,운전기사 관리,운전기사 운영 기준 확정,HR,운전기사 관리 기준 HR 확정,L5→L6,T12,1
총무,차량 관리,운전기사 관리,(데이터 없음),총무,차량 관리,운전기사 관리,운전기사 서비스 제공,SSC,운전기사 일상 운영 SSC 처리,L5→L6,T12,2
총무,차량 관리,업무버스 관리,(데이터 없음),총무,차량 관리,업무버스 관리,업무버스 이용 신청 접수,DW,업무버스 신청 자동 접수,L5→L6,T12,1
총무,차량 관리,업무버스 관리,(데이터 없음),총무,차량 관리,업무버스 관리,업무버스 서비스 제공,SSC,업무버스 일상 운영 SSC 처리,L5→L6,T12,2
총무,협력사 관리,입점업체 운영,(데이터 없음),총무,협력사 관리,입점업체 운영,입점업체 운영 기준 확정,HR,입점업체 계약·기준 HR 확정,L5→L6,T12,1
총무,협력사 관리,입점업체 운영,(데이터 없음),총무,협력사 관리,입점업체 운영,입점업체 서비스 제공,SSC,입점업체 일상 관리 SSC 처리,L5→L6,T12,2
총무,협력사 관리,상주협력사 관리,(데이터 없음),총무,협력사 관리,상주협력사 관리,상주협력사 관리 기준 확정,HR,상주협력사 계약·기준 HR 확정,L5→L6,T12,1
총무,협력사 관리,상주협력사 관리,(데이터 없음),총무,협력사 관리,상주협력사 관리,상주협력사 서비스 제공,SSC,상주협력사 일상 관리 SSC 처리,L5→L6,T12,2
총무,공통,파견자 문의 대응,(데이터 없음),총무,공통,파견자 문의 대응,파견자 문의 응답 발송,DW,챗봇·자동 응답 파견자 문의 처리,L5→L6,T12,1
해외인사,공통,주재원 인사(양성),(데이터 없음),해외인사,공통,주재원 인사(양성),주재원 양성 대상자 명단 확정,HR,주재원 양성 후보 HR 확정,L5→L6,T06,1
해외인사,공통,주재원 인사(양성),(데이터 없음),해외인사,공통,주재원 인사(양성),주재원 양성 교육 계획 확정,HR,주재원 양성 커리큘럼·일정 HR 확정,L5→L6,T06,2
해외인사,인력운영,주재원 인사(선발/부임),(데이터 없음),해외인사,인력운영,주재원 인사(선발/부임),주재원 선발 후보 명단 확정,HR,주재원 선발 기준 적용 HR 확정,L5→L6,T06,1
해외인사,인력운영,주재원 인사(선발/부임),(데이터 없음),해외인사,인력운영,주재원 인사(선발/부임),주재원 부임 발령 등록,DW,Workday 주재원 부임 발령 등록,L5→L6,T06,2
해외인사,인력운영,주재원 인사(관리),(데이터 없음),해외인사,인력운영,주재원 인사(관리),주재원 재임 중 현황 추출,DW,Workday 주재원 현황 자동 추출,L5→L6,T06,1
해외인사,인력운영,주재원 인사(관리),(데이터 없음),해외인사,인력운영,주재원 인사(관리),주재원 관리 조치 확정,HR,주재원 성과·행정 관리 HR 확정,L5→L6,T06,2
해외인사,인력운영,주재원 인사(귀임),(데이터 없음),해외인사,인력운영,주재원 인사(귀임),주재원 귀임 일정 안내문 발송,DW,귀임 일정·절차 자동 발송,L5→L6,T06,1
해외인사,인력운영,주재원 인사(귀임),(데이터 없음),해외인사,인력운영,주재원 인사(귀임),주재원 귀임 발령 등록,DW,Workday 귀임 발령 등록,L5→L6,T06,2
해외인사,인력운영,STEP 운영,(데이터 없음),해외인사,인력운영,STEP 운영,STEP 참가자 명단 확정,HR,STEP 프로그램 참가자 HR 확정,L5→L6,T05,1
해외인사,인력운영,STEP 운영,(데이터 없음),해외인사,인력운영,STEP 운영,STEP 운영 결과 취합,HR,STEP 운영 결과 HR 취합,L5→L6,T05,2
해외인사,인력운영,양성 파견 운영(현지/STEP),(데이터 없음),해외인사,인력운영,양성 파견 운영(현지/STEP),양성 파견 대상자 명단 확정,HR,파견 대상자 기준 HR 확정,L5→L6,T05,1
해외인사,인력운영,양성 파견 운영(현지/STEP),(데이터 없음),해외인사,인력운영,양성 파견 운영(현지/STEP),양성 파견 결과 취합,HR,파견 중 관리·귀임 결과 HR 취합,L5→L6,T05,2
해외인사,인력운영,파견 인력 부임/귀임,(데이터 없음),해외인사,인력운영,파견 인력 부임/귀임,파견 인력 부임·귀임 발령 등록,DW,Workday 파견 발령 등록,L5→L6,T06,1
해외인사,인력운영,지표 관리,(데이터 없음),해외인사,인력운영,지표 관리,해외인사 지표 추출,DW,해외인사 지표 자동 추출,L5→L6,T09,1
해외인사,인력운영,지표 관리,(데이터 없음),해외인사,인력운영,지표 관리,해외인사 지표 보고서 확정,HR,해외인사 지표 분석 보고서 HR 확정,L5→L6,T09,2
해외인사,인력운영,조직 관리,(데이터 없음),해외인사,인력운영,조직 관리,해외 조직도 변경안 확정,HR,해외 조직 변경 HR 확정,L5→L6,T01,1
해외인사,임원인사,VP 승격,(데이터 없음),해외인사,임원인사,VP 승격,VP 승격 후보 명단 확정,HR,VP 승격 기준 적용 HR 확정,L5→L6,T06,1
해외인사,임원인사,VP 승격,(데이터 없음),해외인사,임원인사,VP 승격,VP 승격 발령 등록,DW,Workday VP 승격 발령 등록,L5→L6,T06,2
해외인사,임원인사,현채인 평가,(데이터 없음),해외인사,임원인사,현채인 평가,현채인 평가 결과 취합,HR,현채인 평가 HR 수행·결과 취합,L5→L6,T02,1
해외인사,임원인사,현채인 평가,(데이터 없음),해외인사,임원인사,현채인 평가,현채인 평가 결과 확정,HR,평가 결과 HR 최종 확정,L5→L6,T02,2
해외인사,주재원 제도,평가 운영,(데이터 없음),해외인사,주재원 제도,평가 운영,주재원 평가 결과 취합,HR,주재원 평가 HR 수행,L5→L6,T02,1
해외인사,주재원 제도,평가 운영,(데이터 없음),해외인사,주재원 제도,평가 운영,주재원 평가 결과 확정,HR,주재원 평가 결과 HR 확정,L5→L6,T02,2
해외인사,주재원 제도,승격 운영,(데이터 없음),해외인사,주재원 제도,승격 운영,주재원 승격 후보 명단 확정,HR,주재원 승격 기준 HR 확정,L5→L6,T06,1
해외인사,주재원 제도,승격 운영,(데이터 없음),해외인사,주재원 제도,승격 운영,주재원 승격 발령 등록,DW,Workday 주재원 승격 발령 등록,L5→L6,T06,2
해외인사,주재원 제도,시상 운영,(데이터 없음),해외인사,주재원 제도,시상 운영,주재원 수상자 명단 확정,HR,주재원 시상 기준 HR 확정,L5→L6,T02,1
해외인사,주재원 제도,시상 운영,(데이터 없음),해외인사,주재원 제도,시상 운영,주재원 시상 결과 안내문 발송,DW,주재원 시상 결과 자동 발송,L5→L6,T02,2
해외인사,주재원 제도,징계 관리,(데이터 없음),해외인사,주재원 제도,징계 관리,주재원 징계 사안 검토 결과 확정,HR,주재원 징계 기준 HR 확정,L5→L6,T02,1
해외인사,보상,인센티브 지급조직 정비,(데이터 없음),해외인사,보상,인센티브 지급조직 정비,인센티브 지급조직 현황 추출,DW,주재원 인센티브 대상조직 자동 추출,L5→L6,T01,1
해외인사,보상,인센티브 지급조직 정비,(데이터 없음),해외인사,보상,인센티브 지급조직 정비,인센티브 지급조직 확정,HR,인센티브 지급조직 HR 확정,L5→L6,T01,2
해외인사,채용,재입사 기준 관리,(데이터 없음),해외인사,채용,재입사 기준 관리,재입사 기준안 확정,HR,재입사 허용 기준 HR 확정,L5→L6,T01,1
해외인사,채용,현지 한국인 채용 관리,(데이터 없음),해외인사,채용,현지 한국인 채용 관리,현지 한국인 채용 후보 명단 확정,HR,현지 한국인 채용 기준 HR 확정,L5→L6,T02,1
해외인사,채용,현지 한국인 채용 관리,(데이터 없음),해외인사,채용,현지 한국인 채용 관리,현지 한국인 채용 결과 안내문 발송,DW,채용 결과 자동 발송,L5→L6,T02,2
해외인사,교육/양성,글로벌 리더 양성 교육,(데이터 없음),해외인사,교육/양성,글로벌 리더 양성 교육,글로벌 리더 양성 대상자 명단 확정,HR,글로벌 리더 선발 기준 HR 확정,L5→L6,T05,1
해외인사,교육/양성,글로벌 리더 양성 교육,(데이터 없음),해외인사,교육/양성,글로벌 리더 양성 교육,글로벌 리더 양성 교육 결과 취합,HR,양성 교육 결과 HR 취합,L5→L6,T05,2
해외인사,교육/양성,거점장(법인장) 교육,(데이터 없음),해외인사,교육/양성,거점장(법인장) 교육,거점장 교육 대상자 명단 확정,HR,거점장 교육 대상 HR 확정,L5→L6,T05,1
해외인사,교육/양성,거점장(법인장) 교육,(데이터 없음),해외인사,교육/양성,거점장(법인장) 교육,거점장 교육 결과 취합,HR,거점장 교육 결과 HR 취합,L5→L6,T05,2
해외인사,교육/양성,주재원 교육,(데이터 없음),해외인사,교육/양성,주재원 교육,주재원 교육 대상자 명단 확정,HR,주재원 교육 대상 HR 확정,L5→L6,T05,1
해외인사,교육/양성,주재원 교육,(데이터 없음),해외인사,교육/양성,주재원 교육,주재원 교육 결과 취합,HR,주재원 교육 결과 HR 취합,L5→L6,T05,2
해외인사,노사관리,컨설팅 진단,(데이터 없음),해외인사,노사관리,컨설팅 진단,해외 노사 컨설팅·진단 결과 취합,HR,해외 노사 컨설팅·진단 HR 수행,L5→L6,T09,1
해외인사,노사관리,사건사고 관리,(데이터 없음),해외인사,노사관리,사건사고 관리,해외 사건사고 조사 결과 확정,HR,해외 사건사고 조사 HR 확정,L5→L6,T02,1
해외인사,M&A,(실사) 실사문서 분류,(데이터 없음),해외인사,M&A,(실사) 실사문서 분류,실사문서 분류 결과 취합,DW,AI 기반 실사문서 분류 취합,L5→L6,T08,1
해외인사,M&A,(실사) 실사문서 독해,(데이터 없음),해외인사,M&A,(실사) 실사문서 독해,실사문서 핵심 내용 취합,HR,실사문서 독해·요약 HR 수행,L5→L6,T09,1
해외인사,M&A,(실사) 실사결과 분석,(데이터 없음),해외인사,M&A,(실사) 실사결과 분석,실사 결과 분석 보고서 확정,HR,실사 결과 분석 보고서 HR 확정,L5→L6,T09,1
해외인사,M&A,(실사) 시사점 도출 및 보고,(데이터 없음),해외인사,M&A,(실사) 시사점 도출 및 보고,실사 시사점 보고서 확정,HR,실사 시사점 도출 보고서 HR 확정,L5→L6,T09,1
해외인사,M&A,(PMI) 계획 수립,(데이터 없음),해외인사,M&A,(PMI) 계획 수립,PMI 계획서 확정,HR,PMI 실행 계획서 HR 확정,L5→L6,T01,1
해외인사,M&A,(PMI) Best Practice 분석,(데이터 없음),해외인사,M&A,(PMI) Best Practice 분석,PMI Best Practice 분석 결과 취합,HR,Best Practice 분석 HR 수행,L5→L6,T09,1
해외인사,M&A,(자회사 운영) 운영 유형 결정,(데이터 없음),해외인사,M&A,(자회사 운영) 운영 유형 결정,자회사 운영 유형 확정,HR,자회사 운영 유형 HR 확정,L5→L6,T01,1
해외인사,M&A,(자회사 운영) 운영 방식 개선,(데이터 없음),해외인사,M&A,(자회사 운영) 운영 방식 개선,자회사 운영 방식 개선안 확정,HR,자회사 운영 방식 개선 HR 확정,L5→L6,T01,1
기획,주요 회의체 운영,전사 인사담당 임원회의,(데이터 없음),기획,주요 회의체 운영,전사 인사담당 임원회의,인사담당 임원회의 안건 확정,HR,회의 안건·자료 HR 확정,L5→L6,T04,1
기획,주요 회의체 운영,전사 인사담당 임원회의,(데이터 없음),기획,주요 회의체 운영,전사 인사담당 임원회의,인사담당 임원회의 결과 취합,HR,회의 결과 HR 취합,L5→L6,T04,2
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(데이터 없음),기획,주요 회의체 운영,People팀장 사업부 정례미팅,정례미팅 안건 확정,HR,정례미팅 안건·자료 HR 확정,L5→L6,T04,1
기획,주요 회의체 운영,People팀장 사업부 정례미팅,(데이터 없음),기획,주요 회의체 운영,People팀장 사업부 정례미팅,정례미팅 결과 취합,HR,정례미팅 결과 HR 취합,L5→L6,T04,2
기획,전략 수립,전사 인사전략 워크샵,(데이터 없음),기획,전략 수립,전사 인사전략 워크샵,인사전략 워크샵 결과 취합,HR,워크샵 HR 주관·결과 취합,L5→L6,T04,1
기획,전략 수립,전사 인사전략 워크샵,(데이터 없음),기획,전략 수립,전사 인사전략 워크샵,인사전략 워크샵 결과 보고서 확정,HR,워크샵 결과 기반 보고서 HR 확정,L5→L6,T04,2
기획,전략 수립,People팀 조직목표 수립,(데이터 없음),기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 확정,HR,People팀 연간 조직목표 HR 확정,L5→L6,T01,1
기획,전략 수립,인사전략 수립,(데이터 없음),기획,전략 수립,인사전략 수립,인사전략 기초 데이터 추출,DW,인사 현황 기초 데이터 자동 추출,L5→L6,T01,1
기획,전략 수립,인사전략 수립,(데이터 없음),기획,전략 수립,인사전략 수립,인사전략 보고서 확정,HR,인사전략 분석 보고서 HR 확정,L5→L6,T01,2
기획,자료 작성,신임임원 등 경영진 교육자료 작성,(데이터 없음),기획,자료 작성,신임임원 등 경영진 교육자료 작성,경영진 교육자료 확정,HR,경영진 교육자료 HR 확정,L5→L6,T09,1
기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,(데이터 없음),기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,인사 관련 외부 행사 자료 확정,HR,외부 행사 인사 자료 HR 확정,L5→L6,T09,1
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,(데이터 없음),기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,팀 연간 업무일정표 확정,HR,연간 업무일정·주요일정 HR 확정,L5→L6,T09,1
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,(데이터 없음),기획,자료 작성,간담회 등 인사현안/지표 자료 작성,인사현안·지표 자료 추출,DW,인사 현안·지표 자동 추출,L5→L6,T09,1
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,(데이터 없음),기획,자료 작성,간담회 등 인사현안/지표 자료 작성,인사현안·지표 자료 확정,HR,간담회용 자료 HR 확정,L5→L6,T09,2
기획,자료 작성,인사업무 지식 관리,(데이터 없음),기획,자료 작성,인사업무 지식 관리,인사업무 지식 DB 등록,DW,인사업무 지식·노하우 시스템 등록,L5→L6,T08,1
기획,자료 작성,People팀 조직 및 인력 현황 작성,(데이터 없음),기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직·인력 현황 추출,DW,People팀 인력 현황 자동 추출,L5→L6,T09,1
기획,자료 작성,People팀 조직 및 인력 현황 작성,(데이터 없음),기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직·인력 현황 보고서 확정,HR,People팀 현황 보고서 HR 확정,L5→L6,T09,2
기획,자료 작성,People팀 주간업무 작성,(데이터 없음),기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 보고서 확정,HR,People팀 주간업무 HR 확정,L5→L6,T09,1
기획,People Analytics,데이터 분석,(데이터 없음),기획,People Analytics,데이터 분석,인사 데이터 분석 기초 자료 추출,DW,인사 데이터 자동 추출,L5→L6,T09,1
기획,People Analytics,데이터 분석,(데이터 없음),기획,People Analytics,데이터 분석,인사 데이터 분석 보고서 확정,HR,분석 결과 보고서 HR 확정,L5→L6,T09,2
기획,People Analytics,인사이트 발굴,(데이터 없음),기획,People Analytics,인사이트 발굴,인사 인사이트 발굴 결과 취합,HR,인사이트 발굴 HR 수행,L5→L6,T09,1
임원조직,인력운영,임원 석세션 플랜,(데이터 없음),임원조직,인력운영,임원 석세션 플랜,석세션 플랜 후보군 명단 확정,HR,석세션 후보 평가 기준 HR 확정,L5→L6,T01,1
임원조직,인력운영,임원 석세션 플랜,(데이터 없음),임원조직,인력운영,임원 석세션 플랜,석세션 플랜 확정,HR,석세션 플랜 HR 최종 확정,L5→L6,T01,2
임원조직,인력운영,임원 피드백 면담,(데이터 없음),임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과 취합,HR,임원 대상 피드백 면담 HR 수행,L5→L6,T03,1
임원조직,인력운영,핵심리더 선발,(데이터 없음),임원조직,인력운영,핵심리더 선발,핵심리더 후보 명단 확정,HR,핵심리더 선발 기준 HR 확정,L5→L6,T02,1
임원조직,인력운영,핵심리더 선발,(데이터 없음),임원조직,인력운영,핵심리더 선발,핵심리더 선발 결과 확정,HR,핵심리더 최종 선발 HR 확정,L5→L6,T02,2
임원조직,인력운영,임원 근원 및 인물평,(데이터 없음),임원조직,인력운영,임원 근원 및 인물평,임원 인물평 결과 취합,HR,임원 인물평 HR 수행·결과 취합,L5→L6,T09,1
임원조직,인력운영,조직도 작성,(데이터 없음),임원조직,인력운영,조직도 작성,임원 조직도 변경안 확정,HR,임원 조직도 변경 HR 확정,L5→L6,T08,1
임원조직,인력운영,조직도 작성,(데이터 없음),임원조직,인력운영,조직도 작성,임원 조직도 등록,DW,시스템 임원 조직도 등록,L5→L6,T08,2
임원조직,인력운영,임원 계약 및 퇴임,(데이터 없음),임원조직,인력운영,임원 계약 및 퇴임,임원 계약서 확정,HR,임원 계약 조건 HR 확정,L5→L6,T06,1
임원조직,인력운영,임원 계약 및 퇴임,(데이터 없음),임원조직,인력운영,임원 계약 및 퇴임,임원 퇴임 발령 등록,DW,Workday 임원 퇴임 발령 등록,L5→L6,T06,2
임원조직,인력운영,퇴임임원 후속조치,(데이터 없음),임원조직,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 안내문 발송,DW,퇴임 후속 절차 안내 자동 발송,L5→L6,T06,1
임원조직,인력운영,퇴임임원 후속조치,(데이터 없음),임원조직,인력운영,퇴임임원 후속조치,퇴임임원 처우 확정,HR,퇴임 처우 조건 HR 확정,L5→L6,T06,2
임원조직,조직개편,정기 조직개편,(데이터 없음),임원조직,조직개편,정기 조직개편,정기 조직개편 안건 확정,HR,조직개편 방향·안건 HR 확정,L5→L6,T01,1
임원조직,조직개편,정기 조직개편,(데이터 없음),임원조직,조직개편,정기 조직개편,정기 조직개편 발령 등록,DW,Workday 조직개편 발령 등록,L5→L6,T01,2
임원조직,조직개편,수시 조직개편,(데이터 없음),임원조직,조직개편,수시 조직개편,수시 조직개편 안건 확정,HR,수시 조직개편 방향 HR 확정,L5→L6,T01,1
임원조직,조직개편,수시 조직개편,(데이터 없음),임원조직,조직개편,수시 조직개편,수시 조직개편 발령 등록,DW,Workday 수시 조직개편 발령 등록,L5→L6,T01,2
임원조직,교육/양성,SLP/TLP 과정,(데이터 없음),임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 대상자 명단 확정,HR,과정 참가자 기준 HR 확정,L5→L6,T05,1
임원조직,교육/양성,SLP/TLP 과정,(데이터 없음),임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 운영 결과 취합,HR,과정 운영 결과 HR 취합,L5→L6,T05,2
임원조직,교육/양성,임원 부부 명상과정,(데이터 없음),임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 대상자 명단 확정,HR,과정 참가자 HR 확정,L5→L6,T05,1
임원조직,교육/양성,임원 부부 명상과정,(데이터 없음),임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 운영 결과 취합,HR,과정 운영 결과 HR 취합,L5→L6,T05,2
임원조직,교육/양성,그룹장 양성과정,(데이터 없음),임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 대상자 명단 확정,HR,과정 참가자 기준 HR 확정,L5→L6,T05,1
임원조직,교육/양성,그룹장 양성과정,(데이터 없음),임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 운영 결과 취합,HR,과정 운영 결과 HR 취합,L5→L6,T05,2
